text,negative_ny,distortion,magnitude,category,quote,userid,time
Charlie Charlie Chuck Chuck Chuck Went to bed with two white ducks. One died. The other Cried. Charlie Charlie Chuck Chuck Chuck,2,,,,,36d598ce6ba72436b6757d7ef42b3ac6,2010-03-31 13:41:47
"94: I hate you. I wish I had never met you and I don't ever want to see you again. You annoy me more than any other human being on this planet and in my personal view, I think you're a terrible person. I'm aware you're good at certain things, and in some ways you are commendable, but you are so arrogant that I wish I had never met you.",1,1,4,blaming,,b0db80e36277fd34cbfd183711b3246d,2011-03-03 21:58:04
"sometimes its the little things in life that makes a person smile, like crazy notebooks and weird pens, but that's me :) off to work till 10.",2,,,,,f5fb82dcec93d706b05d47ab7d12d390,2009-09-14 21:04:16
Argh why is it when daddy is away the children will drive me insane!!!!! Little Schala just keeps screaming for her daddy and there is no consoling her . . . .,1,,3,,,539519d42e181b767985e718dc6c907f,2010-06-11 4:05:16
Baby girl has a cold... and an ear AND eye infection. :( Mickey sounds like he's catching it too- luckily the promptcare doc was cool and gave us extra ammoxicillan (sp?). Is it really only Tuesday??,1,,2,,,29cda473b52e1c75fbfe958ed3aec565,2010-03-03 4:15:50
and time to go back to endure the heat of the hottest day of june like some sort of roman god,2,,,,,cd35474fa3c10b9a5eb16c1e7d825fcc,2009-06-29 11:01:43
"A strong person is not one who doesn't cry.  A strong person is the one who knows  How to be quiet, shed a tear for a moment,  And then pick up his//her sword and fight again.",2,,,,,db7f1b0130b2138e13b7bbca9cc63823,2010-10-16 13:35:59
Babies are sleeping...for now. It's really quiet for once. Well don't know how long I'll be on. Txt it if yah wanna.,2,,,,,87c27c042e2a8eb2c1ac6368aa7643a4,2010-10-28 2:30:43
"gettin ready for work, last night of this stretch then 7 wonderful days off. come on 6am. i miss my kiddos.",2,,,,,300187291b887febc124883c562d4377,2011-03-09 21:31:54
To do is to be - Descartes  To be is to do - Voltaire  Do be do be do - Frank Sinatra,2,,,,,e14a1bf45925f6105455b81cde69b3f5,2010-06-28 5:39:54
"TheTwo ofClubs means conversation,communication,sharing ideas and cooperation on a communication level.However it is also known as the card of fear and arguing.When it is present you may feel compelled to talk to others and to establish lines of communication.  Look deeper into yourself and you may discover an inner conflict between your desire to be alone and to be with others.Talking to others may shed more light on who you are.Just make sure that you are being honest with yourself  Next year's",2,,,,,3bde607fa84e1765d3b07bf18d748bce,2011-09-17 22:12:14
Haven't used Ubuntu in a while. Now I'm getting aaaaall it's updates. Started about 20 minutes ago and is only 1//3 done.,2,,,,,2fba0f9dccc84f3516d8b553426af527,2011-03-23 17:12:35
If anybody plays Counter Strike and or Day of Defeat on steam I'll play you. thanks and my info is under my pic.,2,,,,,972969df02fff083c851056621d050ef,2010-04-10 17:50:21
I think I need to go to Sam's Club and buy Kleenex in bulk! How does so much snot come out of people so little?,2,,,,,a2e53d1202cefa07d7b29f8283a4c7b4,2010-09-09 13:55:42
"Let's start something we can't finish. Let's go somewhere that leads to nowhere. But when this all falls apart, all I ask is you remember one thing: I gave a fuck, when no one else did.",1,1,2,mind reading/ overgeneralization,,4717ae67c4c469d13ab7d7fa53a4d632,2011-02-23 7:20:54
"Attention FB friends! Some applications are sending not too nice messages under your identity! If you don't want to get in trouble with your friends, copy paste this message! And if you receive a nasty message from me, rest assured I'm not the one who sent it!.........via a friend",2,,,,,c820deb002ded9c13615cdd7edd4ce01,2011-03-22 21:43:38
(If I had a world of my own everything will be nonsense)  (Nothing will be what it is because everything will be what it isn't)  (In contrary wise what it is it wouldn't be)  (And what it wouldn't be it would)  (You see),2,,,,,5e49c1efdf782f392b89c4e6c6f1530e,2011-01-14 14:47:45
"how in the world did my parents, who both tan to a beautiful brown when in the sun, come up with a child who not only does not tan at all, but in fact burns to a lobster red when exposed to a small amount of sun?",2,,,,,ed35b5f3f60f0650fdc74b397f2bf00b,2010-05-17 20:12:11
"What is it with all these HUGE spiders around? One bit Fraser on the foot when he put his shoe on, and another one nearly carted the kitten away last night.",1,,3,,,a92a52fa5f64e3e826116ff9654bddce,2010-08-23 11:39:03
i go to my kitchen to get something to drink.. and my streets half covered... i look outside again and its completely covered O_O,2,,,,,6665bcd5e5324938fdbb5ea467fb5e3f,2011-02-23 20:20:49
u l0ve sum1 n marry sum1 elz...the one u marry bec0mes ur husband or wife...and the one u loved..bec0mes passw0rd of ur e-mail I.D...:P,2,,,,,49fb9fce8f4dc022318b8cd432aad8b6,2010-08-31 13:13:53
"There's a Tornado. Split up. Yeah. If you get sucked into the funnel and everyone's separated it's just like a fun ride. But if you're all in a group, in a cluster, you start banging into each other, then your heads collide and you die.",2,,,,,d5e8a963a3a0a885e1050d89f6ddd476,2009-12-31 9:32:47
"so while you press your hands together, bow, and murmur to imaginary figures whom have no power over anything except the minds of the simple people. im actually going to do something that matters. KILLING ALL OF YOU",2,,,,,623ff8b813fd5515bb3398c5efea092e,2011-01-06 20:08:17
"I think I figured it all out. The Dallas Cowboys are the equivilent of AIDS to the NFL. And the referees are just speeding up thier effects,.....",2,,,,,ca745fc1747c3252bb6e5be40c5d91de,2010-01-10 2:09:59
"I'm sending a FarmVille request this way because I hate the way FV is currently doing it! For my botanical garden, I still need 3 irrigation pipes, 4 green beams, 2 glass sheets, 6 white trellis, and 6 floral brackets. any help would be appreciated, and many thanks to those who have helped already! If anyone needs anything, let me know :-)",2,,,,,ed35b5f3f60f0650fdc74b397f2bf00b,2010-05-13 12:53:56
"I apologize to those who had to wittness my sugar rush, and I am disappointed in those who laughed at my sugar rush crash.",1,,3,,,6328f0fb3d9e4d1277446663f93482cc,2009-10-16 21:03:35
Back after a productive and eventful weekend. Sorry if I missed a post or event happening here on FB. Time to catch up.,2,,,,,1d47deef1044f23adae24374bab52539,2010-03-08 1:53:30
so today is d day..of we frnds...every thing fades vid time but i promise dat my frndsip vid u all vil never fade...HAPPY FRNDSHIP DAY...my frnds...takecare..:),2,,,,,bac634ab2b65a3567c279fff0ef582db,2009-08-02 3:17:45
I really hate it when I am talking to someone on the phone and they hand over the phone to someone else without warning me! I always say the most humiliating things to total strangers! Ah well ://,1,,3,,,539519d42e181b767985e718dc6c907f,2011-01-20 21:30:40
"About to take this bitch home! Can't wait! Selfish, bled for 19 damn days, clogged toilet with her stupid bloody shit and toilet paper that will later have to be un-clogged.... uggh!, broke a fan, twisted Kevin's ankle, and nearly broke several other items. I want the girl gone out of this house and my life!",1,,4,,,98bcd7e7d81d569867b11f4c99f61d78,2010-08-04 11:54:58
"The science project is going pretty well, so I'm thinking I might NOT have to stay up until 5 in the morning to finish it. Maybe just 4.",2,,,,,6446d8555111ee3a45aaf21453bb5bc2,2010-04-18 19:23:45
"So according to someone if i was money id be worth nothing, if i was an item no one would want me and i completely fail at life... :// well gee its great to hear that from a family member.",1,,4,,,7709a321fc70524d52d8b85dda283665,2011-04-08 21:43:30
"simply can not find the motivation to get out of this nice, warm, cosy bed. On the plus side, it's friday :)",2,,,,,1c1a61d11a10f9fa967f250095792db3,2010-05-14 6:11:48
omg soo happy. i got a meeting with the waterford veteriariay hospital tomorrow and cant wait to see if i get a inturnship or a job job. yes,2,,,,,b5e0570319ccd1001134bb7060a676cf,2010-12-07 1:55:11
Hey how is cullen? Im working at toyo...i tried to reply the other day but dropped my phone and it wouldnt work after that.,2,,,,,70508863b817fd43b69b5328a2ee91a0,2010-08-21 14:41:58
I'm gonna regret staying up this late and procrastinating on the history project by researching affirmative action come tomorrow...and we have a concert...even better...,2,,,,,63214b6d679f16d42c1113528eab40b4,2010-02-25 4:54:24
kidney stones suck!! worse pain in my life!! even if you drink a lot of water and to still be blessed with them how lucky can I be?,1,,5,,,21d43a97ca7f51677302135d657bddf7,2011-02-27 10:39:06
"Still unpacking boxes and trying to find what we need before we need it but failing. We decided to take a break and go to the Catfish Festival. Yum! Completely worth it. I've missed my southern foods; catfish, grits & the BEST sweet tea.",2,,,,,b2a89377dd5345b6690ba62f4ecca84e,2010-09-06 0:07:25
"wants to just disappear from the world forever and start anew. Tony deserves better, and I know im not one of them. Because of my love for Tony, I became protective which caused too much pain to others including myself...Im really starting to hate myself as each day passes and just wants to disappear forever. I cant stand myself anymore...",1,,3,,,0db30ddf6bde2bf4a88c377f0cd6047a,2010-08-26 7:27:23
"Went to the air show today, Ryan had a great time. Getting ready for the last episode of Lost!! I am going to be so sad when its over. :(",1,,1,,,43c23fca08e5c0b06069d50e7f9c4fe8,2010-05-24 1:37:00
"Its time to get your party on with Ardale, Daryl, Diego, Steven &  Billy as we rock jam night at Clubhouse 66. Bring your dancing shoes,  & your instrument of choice & rock out with Electric Sol!  Thursday, September 23rd. Tell yo daddy, yo momma, yo brother &  sister, even yo pets(pets are not allowed inside of Clubhouse 66). It's  On & Live!!!",2,,,,,b1d81edc5519d124b6b04f60a4873313,2010-09-12 0:57:08
You think you know me but hey your just talk and wat 1st impression is important not exactly is like something you would say like you look at an ugly car but wats on the inside do you know tat .. YOU MAKE ME LAUGH BUT I JUST THINK ITS 2 PATHETIC 2 laugh ouh well ill laugh it out anyway hahahhahahahhahahahahahahah,2,,,,,d42f4945517c45eb2ba65aad271b0fd9,2010-12-01 20:12:53
11 years ago today who would of thought it would go this quick rip craig u wont ever be forgotton xxxx,2,,,,,90f336a010f8295e2cf7198226c5d642,2010-01-01 19:53:24
"We're the middle children of history. No purpose or place. We have no Great War. No Great Depression. Our Great War's a spiritual war... our Great Depression is our lives. We've all been raised on television to believe that one day we'd all be millionaires, and movie gods, and rock stars. But we won't. And we're slowly learning that fact. And we're very, very pissed off.",2,,,,,55a72284594fdda49b22a6610b9b91d6,2010-01-12 6:20:05
"You do not need to be loved, not at the cost of yourself. The single relationship that is truly central and crucial in a life is the relationship to the self. Of all the people you will know in a lifetime, you are the only one you will never lose",1,,2,,1,a9d1d5c0957510a4a1af904bfac68916,2010-06-02 1:43:39
"The great gift of Easter is hope - Christian hope which makes us have that confidence in God, in his ultimate triumph, and in his goodness and love, which nothing can shake. - Basil C. Hume.",2,,,,,bf45ea766695c09187b2d67d0fe6da3f,2011-04-24 8:17:54
"if skype and facebook came together that would be SO awesome, but i agree with the people on the news, it would be nearly impossible to monitor for cyber bullying, i believe we could if we create some sort of good virus that can understand and analyze human behavior, and could delete or deactivate the account temporally if somethings up.",2,,,,,a8b2c778af65ca2c46306554f338cacb,2010-10-03 22:32:50
"According to Greek mythology, humans were originally created with 4 arms, 4 legs and a head with two faces. Fearing their power, Zeus split them into two separate parts, condemning them to spend their lives in search of their other halves.",2,,,,,4908adae6cf09defb838925defcc5e61,2011-01-16 20:15:21
"This just in! - The Nobel Prize in Biology has been awarded to Fumiaki Taguchi, Song Guofu and Zhang Guanglei of Kitasato University Graduate School of Medical Sciences in Sagamihara, Japan, for demonstrating that kitchen refuse can be reduced more than 90% in mass by using bacteria extracted from the feces of giant pandas.",2,,,,,1d47deef1044f23adae24374bab52539,2009-10-09 19:40:25
"Bored Bored FKN bored Tae tears . . . roll on the rawmones next week-end ! ! : ( . . . did i mention im Fkn Bored or is it Boring ? ? ? piss ,shit,fart ,cunt cock-sucker, mother-fucker , tits ,twat, dirty CUNT , , , CUNT'S the Wullie word of the Week . . . Let me Know yours ? ? Tee Hee . . . Luv Ya All X o X o : (",1,,4,,,87a4827e03a250458443caa5b961987a,2010-04-03 0:24:34
"Ugg I hate that stupid /BFF Quiz thingy! i shall get even with it! i don't know how but i will!""",1,,3,,,e64e1f0c0bbd741df64f4fafda38cad4,2010-04-29 2:20:47
"I did not post any question on anyone's page. If you recieve notification (there's at least twenty of you) it's a stupid bug, if you enter it, you'll send it to others. That's what happened. (Now I'm thinking I've just convinced you to check it out, just",2,,,,,8a1c6e4eb35abbf1ae252628fca46cdb,2009-07-10 20:10:20
The pain has subsided. I am now just ready to continue as a friend. I am willing to be a friend if she is willing to be my friend. Tomorrow is my birthday. I am going to be 18 years old. I feel like I am 30. lol. But all well. I am going to move on and just see where life takes me. I always do. And I will never stop moving.,2,,,,,c70b15854118907c8f0a234e2ba44bbc,2009-11-17 23:57:26
"Holy shit if you're just going to keep deactivating and reactivating your account, just freaking deactivate it already coz it's mother-effing annoying!",1,,3,,,f8249493f16a1370dd53a36a51ffe010,2011-04-18 12:48:49
